S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
457,, Ansal Plaza-Gr. Noida,2880.0,4500000,3333,Ready to Move,2 out of 22,Resale,East,Main Road,Freehold,2 Covered,Noida,2,77.508415,28.463098,10,111,5558,5516,5604,1,118,24,22.328722127635046,26.301817915276942,19.40545728662676
458,, Beta 2 Block G,2368.058,6000000,3315,Ready to Move,13 out of 13,Resale,North - East,Main Road,Freehold,1 Covered,Noida,3,80.168116,13.083292,96,162,741,742,511,5,4,12,611.7061410593205,1743.1944583609184,1734.4224081330524
459,, Sector 28,1800.0,17500000,5556,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,"1 Covered,",Faridabad,4,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.6359422040788547,9.05978538142453,4.179704616607458
460,, New Delhi,1120.0,3000000,6479,Ready to Move,3 out of 3,Resale,North,Garden/Park,Freehold,"8 Covered,",Delhi,2,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414585721547,3.77628954364904,0.9957647964798272
461,, KDP Grand Savana,80.0,5000000,4000,Ready to Move,8 out of 11,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,,Ghaziabad,2,77.420119,28.70417,187,6,2977,2811,2589,129,94,100,3.758945383934693,11.266877547439655,10.013912269167546
462,, Raghubarpura,1800.0,45000000,15000,Ready to Move,5 out of 5,Resale,North,Main Road,Leasehold,,Delhi,6,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
465,, Safdarjung Enclave,3875.004,55000000,18333,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
466,, Neeti Khand 1,750.0,24000000,10135,Ready to Move,3 out of 4,New Property,East,"Pool, Garden/Park",Leasehold,,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
481,Homeway Realty, Bankey Bihari Sharnam,1000.0,4300000,3601,Ready to Move,2 out of 10,Resale,North - East,Main Road,Freehold,1 Covered,Ghaziabad,2,77.735883,28.982319,58,187,2968,2733,2731,129,94,106,37.368950987733115,57.022817656470686,54.8799342493364
482,White Bricks, Trident Embassy Reso,787.0,9270000,6600,Poss. by Mar '24,16 out of 22,New Property,North - East,Garden/Park,Leasehold,1 Covered,Noida,3,77.445716,28.570885,15,187,1184,1320,1580,24,7,118,11.563888707120652,15.022456210163277,12.511948301915359
484,, Essel Towers,900.0,22000000,9333,Ready to Move,3 out of 12,Resale,North - West,"Garden/Park, Pool, Main Road",Leasehold,1 Open,Gurgaon,3,77.0748203,28.4767103,60,112,831,818,2217,128,28,29,0.5545343413570891,8.518291617432752,4.839431228914677
486,, M3M Marina,1850.0,16200000,12222,Ready to Move,11 out of 24,Resale,North,Main Road,Freehold,"1 Covered,",Gurgaon,3,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927120679,16.4873181862119,9.864130395482855
487,, Patel Nagar,2700.0,11000000,4255,Ready to Move,1 out of 3,Resale,South,Garden/Park,Freehold,1 Covered,Gurgaon,9,77.0391986,28.4657746,60,59,2217,2205,1750,128,28,89,3.7588715831827457,9.548411837971406,6.137270451003699
489,, Emaar MGF Palm Studios,54.0,16500000,2578,Ready to Move,3 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2 Covered,Gurgaon,2,77.104215,28.516723,53,25,4251,4143,4145,28,29,128,3.8579547225211037,4.703299091556834,0.5926293430418946
490,, Signature Global Park 4 and 5,1150.0,8200000,3810,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,2 Open,Gurgaon,3,77.065442,28.290471,59,60,743,506,515,29,28,128,18.761881928968428,27.518321118970437,18.546574502662263
491,, Sector 83,995.0,5800000,6937,Ready to Move,11 out of 25,Resale,North,Main Road,Freehold,1 Covered,Faridabad,3,76.9732873,28.3981087,59,202,2160,2236,2071,128,109,74,12.956122560901793,19.138244116246696,13.53485378913803
492,, Raispur Ghaziabad,1300.0,4000000,17280,Ready to Move,Ground out of 19,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,2,83.255909,25.548777,162,177,5516,5558,5604,1,118,24,728.4549226098053,741.472890256802,734.337116690771
494,, Bestech Park View Spa,1650.0,54000000,8889,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Leasehold,"2 Covered,",Gurgaon,4,77.022087,28.498318,182,60,2217,2205,2071,128,109,89,5.33868285116246,6.785369723990417,3.9232567928254247
495,, Sector 77,1120.0,8900000,66176,Ready to Move,Ground out of 4,Resale,South - East,Main Road,Freehold,"1 Covered,",Faridabad,3,76.982557,28.3832337,59,60,2160,2236,2071,128,109,28,13.091713984212685,20.18719583639032,15.203523384269763
511,Homez & Own, Gaur City 2 Sanskriti Vihar,1300.0,7000000,5490,Ready to Move,Ground out of 28,Resale,East,"Garden/Park, Pool",Co-operative Society,1 Covered,Noida,3,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.730045380824,905.9481919540251,900.8885877839025
512,Sky High Developers, Gamri Village,1267.0,4680000,5200,Ready to Move,2 out of 4,Resale,East,Main Road,Power Of Attorney,2 Open,Delhi,3,83.947124,21.392519,96,162,5523,245,566,5,1,4,810.0042922744739,1084.7369066900987,1077.1036815423004
513,Inderjit Singh, Anand Vihar,991.0,25000000,18519,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
514,Urban Space, NCR Monarch and Crown,2000.0,7000000,3867,Ready to Move,1 out of 24,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",Noida,3,76.582767,9.588121,96,162,167,741,742,4,5,29,930.8724078556583,2102.017364240393,2092.4989511244403
516,, DDA Flats Pocket E,3600.0,35000000,15909,Ready to Move,1 out of 4,Resale,North,Main Road,Freehold,2 Covered,Delhi,4,77.172969,28.552137,120,161,5476,4137,4190,40,71,126,0.3699789854194313,1.7576039592992458,0.406049621757453
517,, Adani Samsara,5000.0,44000000,16436,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,4,87.390932,21.865482,96,162,5523,245,780,1,118,5,1179.0455039822225,1344.515848836076,1337.1081905156075
518,, Spaze Privy 72,4005.0,31000000,8486,Ready to Move,15 out of 15,Resale,North - East,Garden/Park,Leasehold,"1 Covered,",Gurgaon,5,77.03548068,28.4085252,59,60,743,831,506,128,29,28,6.989056482848496,15.894812318054415,11.600783327102056
519,, Sector 44,600.0,95000000,36773,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,5,77.0738281,28.4507064,59,60,831,5547,818,128,28,29,0.9674232573247311,11.300416375724241,5.554535106233182
520,, Mulberry County,2000.0,6000000,3934,Ready to Move,2 out of 16,Resale,North - East,Main Road,Freehold,1 Covered,Faridabad,3,77.052679,28.382826,59,60,743,506,515,29,128,28,8.7781004147807,18.616300506250685,11.58545627451776
522,, Dwarka Sector 8,2000.0,7500000,11538,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,2,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.35165453894514,0.3441492231891302,0.11361304131194076
523,, Gamma 2 Block J Greater Noida,1100.0,22500000,8036,Ready to Move,5 out of 10,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Noida,6,77.315313,28.583362,131,134,1468,1430,1478,24,53,101,1.658909845116463,2.130777994030939,0.943767752772332
524,, Khairpur Gurjar,675.0,4000000,3454,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,2 Covered,Noida,2,79.157507,27.533567,162,177,5516,5523,5558,1,118,24,223.1054900108885,236.15338714604127,228.9547122518043
525,, MK Residency,4800.0,25200000,10500,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,4,77.676762,12.994557,96,162,741,742,511,4,5,29,547.0674330668827,1723.2838661467847,1714.051695309302
527,, Rajendra Nagar Sector 5,1100.0,10000000,5000,Ready to Move,13 out of 19,New Property,North - West,"Garden/Park, Main Road",Power Of Attorney,,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
528,, Mahindra Aura,477.0,10900000,9478,Ready to Move,1 out of 2,Resale,East,"Garden/Park, Main Road",Freehold,,Gurgaon,2,77.02687685,28.512735,182,40,2217,2205,1898,128,109,18,3.6649042498582682,5.155809951110095,2.690371395264637
530,, Central Park,1350.0,12500000,10163,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Leasehold,,Gurgaon,3,77.0985008,28.49444825,53,197,4251,4250,4249,28,29,128,1.4414072742439124,6.569081098298381,2.84112198491059
531,, Sainik Farm New Delhi,1440.0,57000000,10962,Ready to Move,12 out of 21,Resale,,Garden/Park,Leasehold,,Delhi,5,79.489693,29.188213,58,187,2583,2968,2977,129,94,100,232.7821282187168,247.1836211574779,245.77480002889155
532,, Rohini Sector 21,2700.0,4600000,5288,Ready to Move,6 out of 18,Resale,,Garden/Park,Freehold,,Delhi,2,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.9876470141526223,1.596403412235594,0.43760886697201584
533,, Nimbus Express Park View 2,450.0,7900000,6779,Ready to Move,7 out of 20,Resale,,Main Road,Freehold,,Noida,3,77.502946,28.431447,127,13,5558,5516,5604,1,118,5,21.488365997283193,27.212642637170475,20.079029507042772
542,Arun Associates, Sector 23A Gurgaon,2200.0,56000000,22400,Ready to Move,Ground out of 1,Resale,North - East,Garden/Park,Freehold,4 Open,Gurgaon,4,77.0463022,28.5056942,112,60,2217,2205,1750,128,89,109,4.648217786133547,5.047822327522985,1.6401339810245643
543,Kanak Properties , RWA POCKET 1 JASOLA,2500.0,36500000,13519,Ready to Move,1 out of 3,New Property,North - East,Garden/Park,Freehold,1 Covered,Delhi,4,77.069592,28.712281,123,124,5667,5043,4780,51,112,90,3.360300013709172,1.0507669262016626,0.2572094193938651
544,Gargi Associates, Palm Resort,2500.0,7200000,4881,Ready to Move,5 out of 14,Resale,North - East,Garden/Park,Freehold,1 Covered,Ghaziabad,3,85.242953,23.406134,162,177,5523,245,780,1,118,5,1036.3680723351226,1051.3802857495934,1043.9933192948308
545,, Paras Seasons,910.0,4600000,5786,Ready to Move,Ground out of 17,Resale,East,Main Road,Freehold,2 Open,Noida,2,77.02043,28.453932,59,60,2217,2071,2070,128,109,89,5.828237641575601,11.347279466879302,8.034564245881711
546,, New Mahavir Nagar,1500.0,17500000,6481,Ready to Move,1 out of 5,Resale,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,5,77.300595,28.589398,131,109,1477,1738,1481,24,53,101,0.10706020489615503,2.023735668103592,0.09395276317953699
547,, New Delhi,1100.0,7000000,7778,Ready to Move,7 out of 7,New Property,East,"Garden/Park, Main Road",Co-operative Society,1 Covered,Delhi,3,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414585721547,3.77628954364904,0.9957647964798272
548,, Pitampura,900.0,42000000,25455,Ready to Move,4 out of 6,Resale,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,4,77.135444,28.712134,155,171,4860,4770,4851,41,31,88,1.0460924177459143,0.33766397405630183,0.5584424451375465
549,, Sector 21C,1570.0,6800000,5312,Ready to Move,1 out of 4,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Faridabad,2,77.0748376,28.4536986,59,60,831,5547,818,128,28,29,0.6716435888618749,10.998089122751109,5.329593092506833
550,, Uttam Nagar,640.0,6500000,7949,Ready to Move,3 out of 10,Resale,North - East,"Pool, Garden/Park, Main Road",Leasehold,3 Open,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
551,, The Shabad Apartment,1300.0,15500000,7277,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.101011,28.448712,59,197,831,5547,743,29,28,128,3.3612289742779295,10.27585730982157,3.1664412329721867
552,, Phi 3 Greater Noida,400.0,4700000,3646,Ready to Move,10 out of 13,Resale,North,"Garden/Park, Pool, Main Road",Freehold,2 Open,Noida,1,77.474759,28.530061,15,143,5558,413,5516,24,118,1,16.033478991212196,19.56020081471577,15.123085737786766
553,, Phi 3 Greater Noida,1950.0,17500000,3864,Ready to Move,1 out of 21,Resale,South - East,Garden/Park,Freehold,1 Covered,Noida,6,77.474759,28.530061,15,143,5558,413,5516,24,118,1,16.033478991212196,19.56020081471577,15.123085737786766
554,, Pocket 4 Phi 2,1380.0,8500000,6250,Ready to Move,2 out of 27,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,Noida,4,77.066139,28.579349,34,35,1794,1917,1793,89,25,60,0.5706287904997692,1.0646743634830167,0.43462024131494936
555,, Pocket 4 Phi 2,750.0,7000000,6944,Ready to Move,1 out of 5,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,,Noida,2,77.066139,28.579349,34,35,1794,1917,1793,89,25,60,0.5706287904997692,1.0646743634830167,0.43462024131494936
556,, Samridhi Grand Avenue,3800.0,7500000,14642,Ready to Move,11 out of 12,New Property,North - East,Garden/Park,Freehold,,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
558,, Govindpuri Extension,1600.0,3300000,10000,Ready to Move,9 out of 19,Resale,East,"Garden/Park, Pool",Freehold,,Delhi,2,77.25999,28.580917,57,8,256,489,539,39,121,58,0.9210818399124697,0.2994059756664766,0.10179305216480715
559,, Tulip Ivory,1450.0,24000000,5536,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Gurgaon,4,77.02882538,28.39410465,59,60,743,506,831,128,29,28,8.72409790206317,17.58500406875801,13.167854482621689
571,United Homes, Faridabad,750.0,6500000,7222,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Faridabad,2,77.1569164,28.4154331,5,46,743,459,457,29,28,34,8.031176735354594,11.530682044812512,3.029806283357111
572,Property Solution, Indirapuram,1800.0,3500000,7124,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Freehold,1 Open,Ghaziabad,2,77.369259,28.633667,89,101,1203,1580,1343,7,94,100,5.031456337711626,6.645483656020413,3.584588515627224
573,, Aditya Mega City,1270.0,13500000,9055,Ready to Move,4 out of 14,Resale,East,Main Road,Freehold,1 Covered,Ghaziabad,3,77.361779,28.637238,89,4,5504,1203,1580,7,94,100,4.250735019712821,5.835826477687351,3.083070678508999
574,, Hari Nagar,1728.0,11500000,8615,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
575,, Bestech Park View Residency,1200.0,5600000,14699,Ready to Move,6 out of 8,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Gurgaon,1,77.022087,28.498318,182,60,2217,2205,2071,128,109,89,5.33868285116246,6.785369723990417,3.9232567928254247
576,, DLF Nestle House,3060.0,33000000,6855,Ready to Move,8 out of 21,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,100 Open,Gurgaon,4,77.083186,28.49068,135,136,2221,4251,4271,128,28,29,1.1059593367487615,7.398193401621827,3.2736777366923038
577,, Shivalik Colony,516.0,42500000,38314,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
578,, Vardaan Apartments,850.0,8500000,7030,Ready to Move,1 out of 4,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,"1 Covered,",Ghaziabad,2,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571331283,1163.4402183985912,1152.0650317325778
579,, Badshahpur Gurgaon,800.0,120000000,8086,Ready to Move,10 out of 22,Resale,North,Main Road,Freehold,"1 Covered,",Gurgaon,5,77.0484201,28.3932757,59,60,743,506,515,128,29,28,7.8113619550185875,17.466389123828968,11.411986760706222
580,, Griha Pravesh,400.0,16000000,4018,Ready to Move,4 out of 12,Resale,East,Main Road,Freehold,"2 Covered,",Noida,3,72.979809,26.261453,202,59,1863,2132,2233,74,116,120,496.09862502486567,514.8121210228522,500.59893073722014
581,, Suncity Avenue 102,650.0,4900000,9877,Ready to Move,24 out of 24,Resale,North - East,Main Road,Freehold,1 Covered,Gurgaon,2,-122.378204,37.73369,58,176,4065,3701,3768,103,99,106,22140.493990617102,22151.78087356132,22138.819951684596
582,, Paramount Symphony,1850.0,4050000,2593,Ready to Move,2 out of 3,Other,South -West,"Garden/Park, Main Road",Freehold,2 Covered,Ghaziabad,2,76.441144,10.874852,96,162,167,741,742,4,5,29,791.3654168482997,1959.9366834653279,1950.3465344533456
583,, Rohini Sector 9,1614.585,14000000,4592,Ready to Move,1 out of 4,Resale,East,Garden/Park,Leasehold,,Delhi,2,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.9876470141526223,1.596403412235594,0.43760886697201584
584,, Roshanpura,1485.0,8000000,14783,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,,Delhi,4,76.98918,28.60057,121,122,1994,2105,1890,74,120,116,1.5047768237574686,0.6490681753991926,0.11085004871356513
585,, Roshanpura,1000.0,3500000,6111,Ready to Move,4 out of 4,New Property,East,"Garden/Park, Main Road",Leasehold,,Delhi,3,76.98918,28.60057,121,122,1994,2105,1890,74,120,116,1.5047768237574686,0.6490681753991926,0.11085004871356513
587,, Adarsh Apartment,2620.0,17000000,6222,Ready to Move,3 out of 4,Resale,,"Garden/Park, Pool, Main Road",,,Delhi,2,77.039828,28.422365,59,60,831,743,5547,128,28,29,5.488739438523778,14.312112453270348,10.351392952144057
588,, Empire Apartment,2000.0,3000000,8696,Ready to Move,7 out of 12,Resale,,,,,Delhi,1,81.369362,16.578773,96,162,741,742,511,5,4,1,451.6132770975585,1401.4863262409478,1393.4187682478196
601,New Gurgaon Propmart, Sector 69,900.0,8000000,10000,Ready to Move,1 out of 5,Resale,West,Main Road,Freehold,1 Covered,Gurgaon,2,77.0372311,28.3960701,59,60,743,506,515,128,29,28,8.049182963596095,17.244907434768248,12.318660238449668
604,Shiv Kumar, Mayfair Apartments,1600.0,9000000,8571,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,2,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571331283,1163.4402183985912,1152.0650317325778
607,, Greater Kailash 1,540.0,27000000,14423,Ready to Move,2 out of 3,Resale,South -West,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
608,, Greater Noida West,1650.0,5000000,5405,Ready to Move,7 out of 19,Resale,West,Garden/Park,Freehold,1 Covered,Noida,2,77.311612,28.584884,131,134,1468,1478,1481,24,53,101,1.2147200825426478,1.9775957507490123,0.595398867986751
610,, Project Housing Board Colony,900.0,4500000,6667,Ready to Move,Ground out of 1,Resale,North,Main Road,Freehold,2 Covered,Gurgaon,1,77.08582,28.441527,59,60,831,5547,743,29,28,128,2.4587645784454915,12.000381886570606,4.937920964678662
611,, Sector 23 Sanjay Nagar Ghaziabad,1600.0,13500000,10000,Ready to Move,Ground out of 2,Resale,East,Garden/Park,Freehold,,Ghaziabad,2,77.450989,28.687641,187,6,2589,2774,2775,129,94,100,4.3611358871646715,14.35044559138124,13.432331476242982
612,, SG Grand,700.0,5050000,4391,Ready to Move,4 out of 19,Resale,East,Garden/Park,Leasehold,,Ghaziabad,3,76.91097,28.472058,202,182,2126,1881,2208,74,109,128,4.6827303491892165,16.15277226534274,4.811995647207903
613,, Gyan Khand 1,2250.0,11700000,6372,Ready to Move,1 out of 4,New Property,North - East,"Main Road, Garden/Park",Freehold,,Ghaziabad,3,77.349899,28.639812,89,4,5504,1203,1212,7,100,94,2.9014578864600797,4.563796032121338,2.4583569350160874
614,, Sector 22B Gurgaon,1260.0,50000000,10000,Ready to Move,Ground out of 4,Resale,North - East,Main Road,Freehold,,Gurgaon,7,77.06599955,28.5087661,112,135,2217,2207,2218,128,89,28,3.6278930288888653,4.82805496124108,1.9924828032057662
616,, Gaur Heights,1260.0,8200000,6212,Ready to Move,14 out of 14,Resale,East,Main Road,Freehold,,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
617,, Promise Apartments,2500.0,10500000,8750,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Leasehold,,Delhi,3,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571331283,1163.4402183985912,1152.0650317325778
632,Realty Store, Jaypee Aman,1125.0,5500000,4083,Ready to Move,12 out of 21,Resale,North - East,Garden/Park,Freehold,1 Covered,Noida,3,77.366802,28.508477,10,143,5558,413,5516,1,118,10,7.038477780027892,9.917786150141783,2.979821272710065
634,Vinod Kumar, Wave City,1300.0,4200000,4506,Ready to Move,1 out of 3,Resale,East,Garden/Park,Freehold,"1 Covered,",Ghaziabad,2,77.345703,28.585777,15,143,1202,1284,1198,24,53,101,2.7371355325908415,3.9671431433424322,2.3517281037779867
635,Global Proptech, Rajokri New Delhi,1800.0,14000000,12444,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.1022216,28.5182189,25,53,4271,4251,4143,28,29,128,3.97215839535664,4.848776913025073,0.3160640705142535
636,, Rajokri New Delhi,1000.0,7500000,45455,Ready to Move,1 out of 10,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,3,77.1022216,28.5182189,25,53,4271,4251,4143,28,29,128,3.97215839535664,4.848776913025073,0.3160640705142535
638,, Garden Estate,1440.0,23000000,11500,Ready to Move,1 out of 2,Resale,North - East,Garden/Park,Freehold,2 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
639,, Amritpuri,1590.0,7800000,7959,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,4 Open,Delhi,2,75.292555,25.104186,202,162,2126,1863,1881,128,29,109,411.766930730412,429.60807817575574,417.56364019964894
640,, Sector 12 Pratap Vihar,2925.0,4800000,3097,Ready to Move,5 out of 30,Resale,North - East,Garden/Park,Freehold,1 Covered,Ghaziabad,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532104771,9.657639259865794,6.298185609802022
642,, Godrej Iria,2200.0,21000000,9545,Poss. by Apr '27,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.002709,28.483239,60,59,2071,2070,2072,128,109,18,7.640654642097812,9.383418860618166,4.3174431380668965
643,, Sector 1,1305.0,2300000,2396,Ready to Move,3 out of 13,Resale,North - East,Main Road,Freehold,1 Covered,Noida,2,77.0418623,28.51878135,182,40,2217,2205,1750,128,89,109,3.1142768784977353,3.768317971789796,0.9133571386557524
644,, Janakpuri,600.0,30000000,10256,Ready to Move,10 out of 14,New Property,North - West,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,3,77.087322,28.621949,23,72,4705,4562,4579,124,21,111,0.7275046887949354,0.8551169245911826,0.3676477682309396
645,, Sector 19B Dwarka,495.0,55000000,17188,Poss. by Apr '26,Ground out of 3,New Property,East,"Garden/Park, Pool",Power Of Attorney,"2 Covered,",Delhi,4,77.081229,28.503869,135,136,2221,1849,2084,128,28,29,2.5857785659059283,6.004698913444079,1.7957302737997747
646,, Sarvodaya Enclave,2600.0,75000000,30000,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
647,, UPSIDC Site C Block E Greater Noida,768.0,6200000,4114,Ready to Move,8 out of 9,Resale,North - East,Pool,Freehold,,Noida,2,77.315313,28.583362,131,134,1468,1430,1478,24,53,101,1.658909845116463,2.130777994030939,0.943767752772332
648,, UPSIDC Site C Block G,830.0,4700000,3629,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,,Noida,3,77.107619,28.471439,53,197,831,818,5547,29,28,40,1.3162316491241917,7.910986736203199,1.3835422314203238
649,, Janakpuri Block A3,4000.0,95000000,35185,Poss. by Dec '23,1 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,,Delhi,6,77.091891,28.624912,71,23,3296,3240,4381,124,21,125,1.0653330867277981,1.370965728568858,0.5842399880397657
661,Real Estate, Mahindra Luminare,3625.0,68500000,18897,Ready to Move,16 out of 32,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,4,77.105233,28.433819,59,60,743,506,515,29,28,40,4.593655215317786,11.321966636098423,3.9196503983202544
663,Urban Flat, Cleo County,1150.0,26000000,12560,Ready to Move,5 out of 28,Resale,East,Garden/Park,Freehold,1 Covered,Noida,3,77.052679,28.382826,59,60,743,506,515,29,128,28,8.7781004147807,18.616300506250685,11.58545627451776
664,, New Friends Colony Floors,615.0,75000000,16667,Ready to Move,1 out of 5,New Property,South,"Pool, Garden/Park",Freehold,1 Covered,Delhi,4,77.276608,28.56537,201,70,527,467,258,10,11,85,0.6522244677800108,0.4899411940943783,0.6370913051080632
665,, Neb Sarai,1295.0,2700000,4154,Ready to Move,16 out of 18,Resale,East,Main Road,Freehold,1 Covered,Delhi,2,77.205743,28.497166,175,20,5769,168,598,12,20,16,3.151287441759702,3.463473361808135,0.5676606091711224
666,, Ghaziabad,1437.0,5600000,4480,Ready to Move,12 out of 18,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.432251,28.686014,187,6,2589,2774,2775,129,94,100,2.519246137945915,12.262855714857421,11.358481552664758
667,, Jaipuria Sunrise Greens,725.0,5500000,4799,Ready to Move,11 out of 24,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,76.80826,30.637685,58,176,5401,5402,3774,103,99,102,206.52611357704296,202.10022402956074,198.51793399733637
668,, Saviour Greenisle,688.8896,4400000,3520,Ready to Move,13 out of 13,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Ghaziabad,2,78.463187,17.416714,96,162,741,742,511,4,5,29,117.87977229452702,1239.1576646768872,1230.1144936704875
669,, Panchsheel Primrose,802.0,2800000,3415,Ready to Move,10 out of 29,Resale,North,"Garden/Park, Main Road",Freehold,2 Open,Ghaziabad,2,77.261936,16.757454,96,162,741,742,167,4,5,29,132.48469355744305,1304.9370906440715,1295.657455395616
671,, Vandana Apartment,3410.0,7200000,8000,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Leasehold,2 Open,Ghaziabad,3,72.992158,19.148542,96,202,2126,1863,1881,128,29,28,521.6482097294189,1136.8426216266535,1125.5972945892115
