S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
2022,, Lajpat Nagar 1,760,4500000,10000,Ready to Move,10 out of 10,Resale,,,Freehold,,Delhi,1,77.249023,28.568763,218,8,260,695,572,58,95,105,0.199194337,0.099482122,0.174968466
2023,, Tulip White,1500,8500000,6410,Ready to Move,17 out of 19,Resale,,,Freehold,,Gurgaon,3,77.030328,28.394358,59,60,743,506,831,128,29,28,8.608613523,17.53160228,13.02195105
2041,Mukesh, Krishna Nagar-Safdarjung Enclave,900,12500000,12077,Ready to Move,2 out of 3,New Property,East,Main Road,Freehold,1 Covered,Delhi,3,78.027009,15.815253,96,162,741,742,511,4,5,29,240.1835423,1412.19036,1403.02887
2042,Builder Floors Specialist, Purvanchal Royal City,380,7800000,4522,Ready to Move,Ground out of 25,New Property,North,Main Road,Freehold,"1 Covered,",Noida,3,83.179027,26.075871,162,177,5558,5516,5604,1,24,118,697.5926821,708.8460451,702.1942846
2044,, Anmol,1300,1700000,2574,Poss. by Apr '24,Ground out of 4,New Property,East,Main Road,Freehold,1 Covered,Faridabad,1,78.437441,17.516771,96,162,741,742,511,4,5,29,110.4134673,1227.806892,1218.760191
2046,, DLF The Pinnacle,900,70000000,17500,Ready to Move,2 out of 3,Resale,North - West,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",Gurgaon,4,77.096006,28.452247,59,60,831,5547,818,29,28,128,2.708770569,10.35903432,3.313086983
2047,, Sector 25,3600,3550000,2601,Ready to Move,3 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Noida,3,77.084224,28.4860888,135,136,831,4251,818,128,28,29,0.584742746,7.907468665,3.793231799
2048,, RWA Jalvayu Vihar,1470,8640000,7200,Ready to Move,14 out of 17,Resale,North,Main Road,Freehold,"4 Covered,",Noida,2,77.052335,28.459044,59,60,2217,831,818,128,28,29,2.255997079,10.1570608,6.771078392
2049,, Oasis Grandstand,600,3200000,4604,Ready to Move,20 out of 25,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Open,Noida,1,73.69911,15.692625,96,162,743,167,459,29,128,28,491.7848994,1474.69866,1465.600611
2072,Suresh Properties (Lamba JI), Sector XU 3 Greater Noida,1291,11000000,8521,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Open,Noida,2,77.325845,28.570668,15,143,1468,1478,1481,24,118,53,1.205174471,3.767359026,2.774534314
2073,Sector 49 Affordable Homes, Savitri Nagar Village,1400,11000000,7857,Ready to Move,2 out of 19,Resale,East,Main Road,Freehold,"1 Covered,",Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2074,, Dwarka Expressway,1000,13000000,7429,Ready to Move,3 out of 4,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Gurgaon,3,76.9687873,28.464282,202,59,2160,2236,1859,128,109,74,10.95980346,13.44824192,6.186162714
2075,, DS 19,1250,9000000,11111,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.0299194,28.4646148,59,60,2217,2205,2071,128,109,89,4.779840869,9.900833618,6.539351767
2076,, New Ashok Nagar,1200,1500000,3000,Ready to Move,1 out of 1,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,1,77.300595,28.589398,131,109,1477,1738,1481,24,53,101,0.107060205,2.023735668,0.093952763
2077,, Sector 27 Noida,1050,90000000,12000,Ready to Move,Ground out of 1,Resale,North,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",Noida,8,77.326755,28.577677,15,131,1468,1471,1430,24,118,53,1.745617019,3.093477055,2.308656854
2078,, Yamuna Enclave,450,16000000,8889,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,,Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2079,, Varun Enclave,900,12000000,9554,Ready to Move,1 out of 3,Resale,North - East,Main Road,Leasehold,,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2080,, Noida Authority Plots,1422,5000000,4167,Ready to Move,2 out of 4,Resale,East,"Garden/Park, Pool",Freehold,,Noida,2,77.421245,28.497333,15,10,5558,413,5516,1,118,24,12.15161355,15.9154133,9.127145288
2082,, DDA Ekta Apartment,715,13000000,8966,Ready to Move,4 out of 5,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,Delhi,3,77.125611,28.72124,173,171,4777,5255,4852,50,41,9,1.332223931,0.308033387,0.506249096
2084,, Sector 28,464,17100000,7773,Ready to Move,3 out of 4,Resale,North - East,,Leasehold,,Noida,4,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.635942204,9.059785381,4.179704617
2102,, Sector 30,2777,27500000,10185,Ready to Move,9 out of 14,Resale,North,Pool,Freehold,1 Covered,Noida,3,77.05668192,28.4616245,59,60,2217,831,818,128,28,29,1.791239004,9.87413798,6.521991112
2103,, Nilaya Greens,60,4500000,3583,Ready to Move,7 out of 23,New Property,North,"Garden/Park, Pool, Main Road",Power Of Attorney,1 Covered,Ghaziabad,3,77.026761,28.512866,182,40,2217,2205,1898,128,109,18,3.652832755,5.151483507,2.698339173
2104,, Suncity Platinum Towers,1125,98000000,23473,Ready to Move,Ground out of 5,New Property,South -West,Main Road,Freehold,1 Open,Gurgaon,4,77.073252,28.475672,60,112,831,2217,818,128,28,29,0.382473699,8.583942724,4.977093311
2105,, Najafgarh New Delhi,495,2900000,5686,Ready to Move,17 out of 23,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Delhi,2,76.984062,28.610545,121,122,2169,1954,1920,116,120,74,0.269320644,0.589308707,0.454922216
2106,, Chhattarpur Enclave Phase2,700,7500000,6667,Ready to Move,Ground out of 2,Resale,East,Main Road,Leasehold,"1 Covered,",Delhi,3,77.179833,28.502919,20,46,664,530,465,29,34,40,0.682619084,2.766986312,0.32453883
2107,, Suncity Platinum Towers,5000,103500000,24790,Ready to Move,8 out of 12,New Property,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,4,77.073252,28.475672,60,112,831,2217,818,128,28,29,0.382473699,8.583942724,4.977093311
2109,, Oxy Homez,160,3000000,3158,Ready to Move,Ground out of 3,Resale,East,"Pool, Main Road",Freehold,2 Covered,Ghaziabad,2,75.357674,12.043109,96,162,167,5557,741,29,4,5,695.5057834,1839.771364,1830.157648
2111,, KDP MGI Gharaunda,650,2300000,2875,Ready to Move,3 out of 3,Resale,South - East,"Garden/Park, Pool, Main Road",Leasehold,,Ghaziabad,2,83.338619,17.72932,96,162,741,742,511,5,4,1,645.2733598,1374.639098,1367.688375
2112,, South City 1,410,32500000,27083,Ready to Move,29 out of 78,Resale,East,Garden/Park,Freehold,,Gurgaon,2,77.0612091,28.4597391,59,60,831,2217,818,128,28,29,1.271488786,10.11136057,6.624436842
2113,, Sanjay Enclave Colony Faridabad,2475,4200000,4200,Ready to Move,4 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Faridabad,5,77.275046,28.651464,93,41,1537,1649,1193,61,57,114,1.823678333,1.221352016,0.573402966
2114,, Manavsthali Apartment,2263,12000000,8276,Ready to Move,16 out of 29,Resale,East,"Garden/Park, Pool",Freehold,,Delhi,3,77.089289,28.672981,154,212,4590,4591,4633,49,79,93,0.846034624,0.454381299,0.340172571
2115,, Vidhayak Colony,1850,2970000,4400,Ready to Move,12 out of 14,Resale,South,"Garden/Park, Main Road",Freehold,,Ghaziabad,2,87.600946,26.140722,187,162,5558,5516,413,24,129,118,1164.928863,1174.079263,1168.933253
2119,, Parsvnath Exotica,300,48000000,16580,Ready to Move,1 out of 2,Resale,,,,,Gurgaon,3,77.224745,28.62923,12,166,25,24,3448,110,45,2,0.066266714,2.260400317,0.589533582
2132,, IMT Manesar,875,8000000,3556,Ready to Move,3 out of 10,Resale,North - East,Main Road,Freehold,1 Covered,Gurgaon,4,76.920669,28.3671851,202,59,2126,1881,2160,128,109,74,11.89508206,25.15558774,16.21386055
2133,, Gaur City 2 White Orchid,700,2450000,2513,Ready to Move,Ground out of 4,New Property,East,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",Noida,2,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.7300454,905.948192,900.8885878
2134,, Lotus 300,2588,57000000,10000,Ready to Move,3 out of 21,Resale,East,Garden/Park,Freehold,2 Covered,Noida,4,77.034447,28.4692855,60,59,2217,2205,1750,128,89,109,4.228751539,9.272902263,5.888083195
2137,, Shalimar Garden Extension 1,600,1810000,3017,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Open,Ghaziabad,1,79.133452,10.770244,96,162,741,742,511,4,5,29,813.4656933,1980.639657,1971.586585
2139,, Alaknanda,200,27000000,15000,Ready to Move,6 out of 14,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,3,77.1032109,28.43029545,59,60,743,506,515,29,28,40,4.679527576,11.77219774,4.223278208
2141,, Vatika India Next,2150,12500000,9259,Ready to Move,Ground out of 4,Resale,West,"Garden/Park, Main Road",Freehold,,Gurgaon,3,76.96273001,28.38815825,202,59,2160,2236,1859,128,109,74,13.12680175,20.66891572,14.6375713
2142,, Pratap Vihar,1522,6600000,5500,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,,Ghaziabad,3,77.410518,28.648272,187,6,1203,1580,1343,129,94,100,2.542536292,10.35374248,8.433147335
2143,, Anarkali Colony,1800,4500000,6923,Ready to Move,1 out of 2,Resale,East,Garden/Park,Freehold,,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2144,, Shyam Vihar 1 Najafgarh New Delhi,1100,3400000,5231,Ready to Move,Ground out of 4,Resale,,,,,Delhi,3,76.984062,28.610545,121,122,2169,1954,1920,116,120,74,0.269320644,0.589308707,0.454922216
2145,, Mansarovar garden New Delhi,1200,17000000,85000,Ready to Move,Ground out of 2,Resale,,,,,Delhi,3,77.298484,28.680502,105,185,2315,2317,2316,129,94,114,0.558407271,2.548247287,0.177261822
2162,, Sector 41,900,1140000,2923,Ready to Move,1 out of 7,Resale,East,Garden/Park,Freehold,,Faridabad,1,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.933450057,10.45963977,6.318004684
2163,, Sector 41,1300,12500000,6173,Ready to Move,10 out of 10,Resale,East,Main Road,Freehold,,Faridabad,4,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.933450057,10.45963977,6.318004684
2164,, Sector 41,1000,4440000,2921,Ready to Move,5 out of 11,Resale,North,Main Road,Freehold,,Faridabad,3,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.933450057,10.45963977,6.318004684
2166,, Uttam Nagar,1350,1300000,4815,Poss. by Dec '23,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Delhi,1,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2167,, Pawittra Apartment,463,17500000,10938,Ready to Move,4 out of 7,Resale,East,Main Road,Freehold,,Delhi,3,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
2168,, Shivaji Nagar,1950,10000000,7426,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,,Delhi,3,77.0237905,28.4552808,59,60,2217,2071,2205,128,109,89,5.442900876,11.0879407,7.750560783
2191,Mehta Realtors, Rani Bagh,1440,16000000,11111,Poss. by Jan '24,2 out of 4,New Property,East,Main Road,Freehold,1 Open,Delhi,4,78.660315,30.203851,58,187,3701,3768,3867,129,106,91,201.7920507,225.289155,222.5115975
2192,Lifetime Properties, Paras Tierea,495,3200000,6465,Ready to Move,16 out of 28,Resale,North - East,"Pool, Main Road",Leasehold,1 Open,Noida,1,77.02043,28.453932,59,60,2217,2071,2070,128,109,89,5.828237642,11.34727947,8.034564246
2193,Family And Flats, DDA Pocket JK,950,8500000,6296,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,2,77.255997,28.531617,49,128,637,123,312,5,4,115,1.678728894,1.920579843,0.479215398
2194,Gurgaon City Estate, DLF Beverly Park,5000,82500000,15000,Ready to Move,9 out of 9,Resale,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,5,72.877234,19.298235,96,202,2126,1863,1881,128,29,109,538.4524042,1126.796828,1115.309228
2195,Ansh Home and Dovelopers, Tri Nagar New Delhi,900,15000000,4000,Ready to Move,3 out of 3,Resale,North - East,Main Road,Freehold,1 Open,Delhi,4,77.163665,28.557163,216,120,4198,4216,4194,40,71,28,0.505080945,2.76280744,0.51445589
2196,, Khanpur,450,1900000,3596,Ready to Move,5 out of 5,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,1,76.759932,28.291193,202,59,2126,1863,2125,74,109,128,22.52838233,42.22704825,28.25471976
2198,, Pratap Nagar New Delhi,750,7000000,4647,Ready to Move,Ground out of 1,New Property,East,"Garden/Park, Main Road",Power Of Attorney,1 Open,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2199,, Signature The Serenas,663,3950000,5000,Ready to Move,4 out of 13,New Property,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,2,76.350204,10.266724,96,162,167,741,742,4,5,29,859.6175238,2027.840574,2018.226519
2200,, The Rivulet Phase 1,1595,6750000,8889,Poss. by Apr '30,15 out of 18,New Property,South,"Garden/Park, Main Road",Freehold,"1 Covered,",Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2201,, Kanwar Singh Nagar,900,8000000,9590,Ready to Move,4 out of 5,Resale,North - East,"Garden/Park, Main Road",Freehold,4 Open,Delhi,2,77.100874,28.631349,207,200,5746,3301,3208,123,37,14,0.754454589,2.037333001,0.178419406
2202,, Unitech Fresco,1000,18000000,9000,Ready to Move,Ground out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.058547,28.444525,59,60,831,5547,818,128,28,29,2.271205072,11.77869634,7.384167552
2203,, Sector 55 Noida,1137,45000000,9630,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,8,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.192542576,3.76351209,2.781319804
2204,, Sector 55 Faridabad,4100,5200000,12593,Ready to Move,13 out of 17,Resale,North,Main Road,Freehold,1 Covered,Faridabad,2,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
2205,, Sector 35,2100,8500000,4741,Ready to Move,Ground out of 2,Resale,East,"Garden/Park, Pool",Freehold,,Noida,3,77.0018689,28.4145669,59,60,2071,2217,2070,128,109,28,9.297440729,16.15864914,11.77699505
2206,, Sultanpur,925,3200000,6824,Ready to Move,2 out of 3,Resale,East,,Freehold,,Delhi,2,76.88897104,28.46001395,202,182,2126,1881,2125,74,109,116,2.104258213,18.64160027,5.549626976
2207,, Amrapali Zodiac,450,7340000,10305,Ready to Move,8 out of 8,Resale,North - East,,Leasehold,,Noida,2,77.398594,28.585036,15,143,1184,1320,1580,24,7,53,7.509121148,9.574493238,7.069626627
2208,, Godrej Nature Plus,645,13500000,14843,Poss. by Jan '28,Ground out of 4,New Property,East,,,,Gurgaon,2,77.695385,12.923102,96,162,741,742,511,4,5,29,555.0605415,1731.270777,1722.040666
2221,, Sector 37,580,22000000,6637,Ready to Move,10 out of 20,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,5,76.999294,28.4342681,59,60,2071,2070,2160,128,109,89,8.605822223,14.25676414,9.571996112
2222,, Sector-37 Greater Noida,1200,7000000,5419,Ready to Move,1 out of 4,Resale,South - East,"Pool, Garden/Park, Main Road",Leasehold,"1 Covered,",Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2223,, Fyaz Ganj,1200,25000000,10643,Ready to Move,Ground out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,6,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2224,, Jhangir Puri,1700,2300000,3966,Ready to Move,4 out of 4,Resale,North - East,Pool,Freehold,"2 Covered,",Delhi,2,85.835016,19.813117,96,162,5523,245,566,1,5,4,945.6444694,1356.284651,1348.655005
2225,, Ashiana Mulberry,4200,11500000,6647,Ready to Move,7 out of 12,Resale,North - East,"Pool, Garden/Park",Freehold,3 Covered,Gurgaon,3,76.767685,30.704855,58,176,5401,5402,3774,103,99,102,215.0513439,210.1658584,206.5982123
2226,, Sector 36 Block B,1330,120000000,1200,Ready to Move,20 out of 20,Resale,North - West,Main Road,Freehold,2 Covered,Noida,10,88.410935,22.57429,96,162,5516,5558,5604,1,118,24,1313.753078,1401.496581,1394.288781
2227,, Gokul Apartments,1250,8700000,5387,Ready to Move,12 out of 30,Resale,North - East,Main Road,Power Of Attorney,1 Covered,Faridabad,3,75.739909,26.894541,202,59,2126,1863,2125,128,74,109,214.4672407,234.1942068,220.1165849
2228,, Supertech Ecociti,900,7500000,5792,Ready to Move,Ground out of 2,Resale,East,Main Road,Freehold,,Noida,3,77.441602,28.610201,187,6,1184,1203,1580,24,7,94,7.301054857,14.1752445,11.27784407
2229,, M3M Skywalk,675,14000000,9831,Ready to Move,22 out of 34,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,,Gurgaon,2,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
2230,, Greater Noida West Noida,1100,7000000,7778,Ready to Move,8 out of 18,Resale,North - West,Garden/Park,Freehold,,Noida,3,77.381182,28.534601,15,143,413,5558,5574,118,1,24,6.13333306,10.33348985,5.324722555
2231,, Pareena Sec68,1100,17000000,8500,Ready to Move,1 out of 3,Resale,East,Main Road,Freehold,,Gurgaon,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2232,, Unitech The World Spa,450,95000000,18269,Ready to Move,Ground out of 3,Resale,East,Garden/Park,Freehold,,Gurgaon,5,77.057808,28.459666,59,60,2217,831,818,128,28,29,1.648640235,10.09606608,6.75292146
2235,, Chhattarpur,1750,7500000,5172,Ready to Move,Ground out of 4,New Property,East,Main Road,Freehold,,Delhi,3,77.179833,28.502919,20,46,664,530,465,29,34,40,0.682619084,2.766986312,0.32453883
2236,, New Colony,760,5000000,5263,Ready to Move,2 out of 3,Resale,,,Freehold,,Gurgaon,2,77.0142654,28.4662572,60,59,2217,2071,2070,128,109,89,6.490477019,10.33633722,6.545328623
2251,, Gaur Green Vista,2400,6300000,5780,Ready to Move,6 out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2252,, Sector 56 Noida,390,20000000,11469,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,1 Open,Noida,3,77.097906,28.425202,59,60,743,506,515,29,28,128,4.713395137,12.56846597,4.952746912
2253,, Sector 56 Noida,100,60000000,15000,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,1 Open,Noida,8,77.097906,28.425202,59,60,743,506,515,29,28,128,4.713395137,12.56846597,4.952746912
2254,, Sector 58,55,5720000,2600,Ready to Move,5 out of 5,Resale,North - East,Garden/Park,Freehold,2 Covered,Noida,2,77.1085564,28.4160012,59,60,743,506,515,29,28,40,6.246906732,12.85190034,4.390667238
2259,, West Rohtash Nagar,1009,2400000,5333,Ready to Move,1 out of 3,Resale,South - East,Garden/Park,Freehold,,Delhi,2,77.055712,28.621757,214,213,4729,4727,4728,52,72,122,2.22E-05,0.456766709,0.514374443
2261,, Devika Skypers,2000,2600000,3444,Ready to Move,Ground out of 4,Resale,East,,Leasehold,,Ghaziabad,2,79.253325,12.493889,96,162,741,742,511,4,5,29,632.0867695,1792.110547,1783.108774
2282,, Sector 3 Gurgaon,1150,5300000,11200,Ready to Move,2 out of 4,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,4,76.91932614,28.3627664,202,59,2126,1881,2125,128,109,74,12.26249021,25.64056064,16.66396366
2285,, Aditya Urban Homes,1650,2000000,2376,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Ghaziabad,1,78.395771,17.506672,96,162,741,742,511,4,5,29,106.6818563,1228.431783,1219.374871
2286,, Vihaan Galaxy,1650,2400000,6325,Ready to Move,12 out of 16,New Property,East,"Garden/Park, Main Road",Freehold,2 Open,Noida,2,77.048917,28.462787,59,60,2217,2205,831,128,28,29,2.662737475,9.755656344,6.35178067
2287,, Siddhartha Vihar,800,3200000,3692,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Ghaziabad,2,84.982763,24.694906,162,177,5516,5558,5604,1,118,24,942.2555944,955.3040412,948.1685265
2290,, Sector 55 Faridabad,900,2800000,4286,Ready to Move,2 out of 2,Resale,East,,Freehold,1 Open,Faridabad,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
2291,, Sector 55 Noida,1450,50000000,12500,Ready to Move,18 out of 34,Resale,,,Leasehold,2 Covered,Noida,7,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.192542576,3.76351209,2.781319804
2292,, Sector 55 RWA,590,30000000,2603,Ready to Move,Ground out of 13,Resale,,,Freehold,,Noida,7,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
2311,Rajiv Ranjan, Burari,890,3700000,3737,Ready to Move,3 out of 4,Resale,South - East,Main Road,Leasehold,1 Covered,Delhi,3,87.880592,22.389056,96,162,5516,5523,5558,1,118,24,1251.549131,1360.107375,1352.818661
2312,, Stellar Jeevan,900,8700000,6042,Ready to Move,Ground out of 14,Resale,South - East,"Garden/Park, Main Road",Freehold,2 Open,Noida,3,77.447957,28.565432,15,187,1184,1320,1580,24,118,7,12.21541191,15.41493338,12.9642205
2313,, Shakti Nagar Gurgaon,1350,9500000,10556,Ready to Move,Ground out of 3,Resale,West,Garden/Park,Freehold,1 Open,Gurgaon,7,77.0172825,28.4537674,59,60,2217,2071,2070,128,109,89,6.17765863,11.48340111,7.951112241
2314,, Sohna Gurgaon Road,1100,8000000,4878,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.0291583,28.43885,59,60,2217,831,2205,128,28,29,5.337362662,12.69696691,9.299984455
2315,, Dakshini Pitampura,1251,7500000,9375,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,2,77.135444,28.712134,155,171,4860,4770,4851,41,31,88,1.046092418,0.337663974,0.558442445
2316,, Dwarka Sector 15,1800,10500000,7500,Ready to Move,3 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,4,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.351654539,0.344149223,0.113613041
2317,, Rohini Sector 24,1000,2300000,5750,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,1 Covered,Delhi,1,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
2318,, Vasant Apartments,2690.975,7200000,12000,Ready to Move,12 out of 22,Resale,East,"Main Road, Garden/Park, Pool",Freehold,1 Covered,Delhi,1,77.161834,28.564306,216,120,4218,4215,4197,40,71,38,0.4176889,3.530018949,0.519513109
2319,, Charms Castle,2800,4900000,3684,Poss. by Mar '24,2 out of 5,New Property,North - East,Garden/Park,Freehold,,Ghaziabad,3,76.522996,9.583643,96,162,167,741,742,4,5,29,932.1374081,2102.756528,2093.216405
2321,, Unity the Amaryllis,762,29000000,23181,Ready to Move,9 out of 18,New Property,North - East,Garden/Park,Freehold,,Delhi,2,76.083487,11.136904,96,162,167,741,742,4,29,5,769.9124638,1933.120915,1923.388546
2341,, Sector 28,884,15000000,6522,Ready to Move,2 out of 2,Resale,East,Main Road,Freehold,1 Covered,Noida,3,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.635942204,9.059785381,4.179704617
2342,, Sector 28,525,15000000,10714,Ready to Move,2 out of 2,Resale,East,Main Road,Power Of Attorney,2 Open,Noida,2,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.635942204,9.059785381,4.179704617
2344,, Palam Vihar Extension Gurgaon,810,3500000,6667,Ready to Move,1 out of 2,Resale,North - East,Main Road,Freehold,,Gurgaon,2,77.0398992,28.5007712,60,112,2217,2205,1750,128,89,109,4.795891415,5.737421706,2.410957077
2345,, Uttam Nagar West New Delhi,850,6930000,6420,Ready to Move,Ground out of 2,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2346,, the professional New Delhi,1836,41500000,50610,Ready to Move,Ground out of 4,Resale,East,"Main Road, Garden/Park, Pool",Leasehold,,Delhi,5,79.826958,11.939379,96,162,741,742,511,4,5,29,711.2756551,1861.922792,1853.017829
2347,, Sonia Vihar New Delhi,350,1200000,2667,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Main Road",Co-operative Society,,Delhi,10,77.248191,28.732007,196,47,2319,2277,2401,91,106,32,4.31792357,4.102922918,0.299916372
2348,, Gyan Khand 2,2500,3900000,3900,Ready to Move,4 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Power Of Attorney,,Ghaziabad,2,77.349899,28.639812,89,4,5504,1203,1212,7,100,94,2.901457886,4.563796032,2.458356935
2349,, Sushant Lok 1 Block E,5320,13900000,3562,Ready to Move,3 out of 9,Resale,,Garden/Park,Freehold,,Gurgaon,3,77.079044,28.461013,59,60,831,818,5547,28,128,29,0.73278267,10.32252502,4.654276598
2350,, Nai Basti Dundahera,4500,1300000,5319,Ready to Move,4 out of 7,Resale,,,Leasehold,,Ghaziabad,1,73.822711,23.475818,202,59,2126,1863,2125,128,109,74,648.6152008,667.7841944,654.3471204
2372,, RISHABH PARADISE,950,4700000,4476,Ready to Move,9 out of 26,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,59 Covered,Ghaziabad,2,72.847004,19.202427,96,202,2126,1863,1881,128,29,109,538.7655936,1137.87104,1126.399713
2373,, RISHABH PARADISE,1815,4800000,4444,Ready to Move,15 out of 24,Resale,North,Main Road,Freehold,2 Covered,Ghaziabad,2,72.847004,19.202427,96,202,2126,1863,1881,128,29,109,538.7655936,1137.87104,1126.399713
2375,, Civitech Florencia,828,8700000,6566,Ready to Move,7 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,,Ghaziabad,2,77.34909,28.652751,89,101,1254,1156,1547,94,129,100,2.867226568,3.827963952,3.243396639
2376,, Civitech Florencia,700,11500000,7188,Ready to Move,2 out of 14,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,,Ghaziabad,3,77.34909,28.652751,89,101,1254,1156,1547,94,129,100,2.867226568,3.827963952,3.243396639
2379,, Bhopura,3150,1550000,3444,Ready to Move,1 out of 2,Resale,,,,,Ghaziabad,1,85.762221,26.221612,162,187,5558,5516,5604,24,118,1,965.5339633,974.2676991,968.7605759
